"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200801","2008M01","Euro","1.653"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200802","2008M02","Euro","1.679"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200803","2008M03","Euro","1.701"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200804","2008M04","Euro","1.709"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200805","2008M05","Euro","1.696"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200806","2008M06","Euro","1.702"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200807","2008M07","Euro","1.732"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200808","2008M08","Euro","1.71"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200809","2008M09","Euro","1.715"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200810","2008M10","Euro","1.708"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200811","2008M11","Euro","1.733"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200812","2008M12","Euro","1.711"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200901","2009M01","Euro","1.703"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200902","2009M02","Euro","1.697"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200903","2009M03","Euro","1.692"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200904","2009M04","Euro","1.682"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200905","2009M05","Euro","1.687"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200906","2009M06","Euro","1.693"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200907","2009M07","Euro","1.693"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200908","2009M08","Euro","1.692"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200909","2009M09","Euro","1.67"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200910","2009M10","Euro","1.657"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200911","2009M11","Euro","1.671"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200912","2009M12","Euro","1.599"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201001","2010M01","Euro","1.636"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201002","2010M02","Euro","1.623"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201003","2010M03","Euro","1.618"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201004","2010M04","Euro","1.644"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201005","2010M05","Euro","1.63"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201006","2010M06","Euro","1.622"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201007","2010M07","Euro","1.63"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201008","2010M08","Euro","1.644"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201009","2010M09","Euro","1.647"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201010","2010M10","Euro","1.664"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201011","2010M11","Euro","1.714"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201012","2010M12","Euro","1.73"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201101","2011M01","Euro","1.713"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201102","2011M02","Euro","1.757"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201103","2011M03","Euro","1.742"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201104","2011M04","Euro","1.743"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201105","2011M05","Euro","1.744"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201106","2011M06","Euro","1.73"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201107","2011M07","Euro","1.738"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201108","2011M08","Euro","1.742"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201109","2011M09","Euro","1.725"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201110","2011M10","Euro","1.704"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201111","2011M11","Euro","1.717"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","201112","2011M12","Euro","1.526"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200112","2001M12","Euro","1.26"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200201","2002M01","Euro","1.254"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200202","2002M02","Euro","1.261"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200203","2002M03","Euro","1.257"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200204","2002M04","Euro","1.264"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200205","2002M05","Euro","1.254"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200206","2002M06","Euro","1.261"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200207","2002M07","Euro","1.261"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200208","2002M08","Euro","1.272"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200209","2002M09","Euro","1.277"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200210","2002M10","Euro","1.273"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200211","2002M11","Euro","1.275"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200212","2002M12","Euro","1.291"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200301","2003M01","Euro","1.283"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200302","2003M02","Euro","1.273"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200303","2003M03","Euro","1.272"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200304","2003M04","Euro","1.276"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200305","2003M05","Euro","1.279"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200306","2003M06","Euro","1.28"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200307","2003M07","Euro","1.279"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200308","2003M08","Euro","1.279"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200309","2003M09","Euro","1.267"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200310","2003M10","Euro","1.28"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200311","2003M11","Euro","1.291"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200312","2003M12","Euro","1.285"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200401","2004M01","Euro","1.291"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200402","2004M02","Euro","1.293"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200403","2004M03","Euro","1.374"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200404","2004M04","Euro","1.387"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200405","2004M05","Euro","1.393"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200406","2004M06","Euro","1.39"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200407","2004M07","Euro","1.39"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200408","2004M08","Euro","1.37"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200409","2004M09","Euro","1.368"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200410","2004M10","Euro","1.372"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200411","2004M11","Euro","1.366"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200412","2004M12","Euro","1.348"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200501","2005M01","Euro","1.376"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200502","2005M02","Euro","1.375"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200503","2005M03","Euro","1.38"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200504","2005M04","Euro","1.391"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200505","2005M05","Euro","1.377"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200506","2005M06","Euro","1.39"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200507","2005M07","Euro","1.399"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200508","2005M08","Euro","1.393"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200509","2005M09","Euro","1.376"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200510","2005M10","Euro","1.354"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200511","2005M11","Euro","1.348"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200512","2005M12","Euro","1.356"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200601","2006M01","Euro","1.357"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200602","2006M02","Euro","1.362"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200603","2006M03","Euro","1.364"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200604","2006M04","Euro","1.362"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200605","2006M05","Euro","1.347"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200606","2006M06","Euro","1.355"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200607","2006M07","Euro","1.361"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200608","2006M08","Euro","1.36"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200609","2006M09","Euro","1.347"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200610","2006M10","Euro","1.356"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200611","2006M11","Euro","1.333"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200612","2006M12","Euro","1.334"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200701","2007M01","Euro","1.337"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200702","2007M02","Euro","1.345"
"CPM04","National Average  Price","11150","White, self-raising flour per 2 kgs.","200703","2007M03","Euro","1.382"
